Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total_BandaProv,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Others_Rangos_VelocidadProv,Total_Rangos_VelocidadProv,ADSL,Cablemodem,Fibra óptica,Wireless,Others_TechProv,Total_TechProv,Accesos por cada 100 hogares,Mbps (Media de bajada),Date
2017,1,Corrientes,88.596,12.0,88.608,15.0,6.04,48.149,20.586,11.468,2.044,303.0,0.0,88.605,54.993,31.994,236.0,1.354,31.0,88.608,30.94,6,2017-01-01
2017,1,Entre Ríos,180.296,57.0,180.353,1.68,8.08,108.379,39.146,20.562,2.254,317.0,0.0,180.418,108.509,65.095,230.0,6.448,71.0,180.353,44.91,6,2017-01-01
2017,1,Formosa,29.705,0.0,29.705,1.535,3.538,15.473,4.446,4.058,635.0,22.0,0.0,29.707,22.438,6.215,16.0,1.023,13.0,29.705,19.84,6,2017-01-01
2017,1,Jujuy,43.202,1.0,43.203,330.0,6.213,27.824,6.486,2.306,44.0,0.0,0.0,43.203,33.869,9.278,22.0,0.0,34.0,43.203,22.76,4,2017-01-01
2017,1,La Pampa,71.458,455.0,71.913,362.0,9.279,57.739,331.0,192.0,165.0,11.0,0.0,68.079,12.754,47.195,5.194,6.253,517.0,71.913,62.67,3,2017-01-01
2017,1,La Rioja,16.207,18.0,16.225,9.0,1.578,9.486,3.409,1.718,22.0,2.0,0.0,16.224,16.18,0.0,15.0,2.0,28.0,16.225,16.2,5,2017-01-01
2017,1,Mendoza,169.282,1.451,170.733,106.0,15.0,177.201,86.0,50.0,5.0,22.0,0.0,177.485,153.326,13.03,2.581,27.0,1.769,170.733,31.84,4,2017-01-01
2017,1,Misiones,97.619,0.0,97.619,1.01,4.665,45.95,23.847,19.356,2.627,166.0,0.0,97.621,57.363,40.142,101.0,5.0,8.0,97.619,29.52,7,2017-01-01
2017,1,Neuquén,113.227,2.112,115.339,1.547,1.418,83.813,902.0,15.13,4.223,458.0,0.0,107.491,51.771,48.109,1.124,11.665,2.67,115.339,61.02,6,2017-01-01
2017,1,Río Negro,100.288,1.0,101.288,986.0,5.647,89.622,246.0,6.738,1.594,200.0,0.0,105.033,67.075,28.785,954.0,3.213,1.261,101.288,46.03,4,2017-01-01
2017,1,Salta,107.632,1.0,107.633,579.0,4.861,70.922,21.554,9.386,267.0,74.0,0.0,107.643,79.837,26.845,114.0,158.0,679.0,107.633,32.58,5,2017-01-01
2017,1,San Juan,51.253,620.0,51.873,8.0,192.0,58.588,0.0,0.0,0.0,4.0,0.0,58.792,48.67,451.0,772.0,1.073,907.0,51.873,27.04,3,2017-01-01
2017,1,San Luis,12.992,315.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,14.029,11.432,1.12,354.0,26.0,375.0,13.307,9.55,4,2017-01-01
2017,1,Santa Cruz,26.116,370.0,26.486,190.0,23.0,31.078,474.0,68.0,30.0,0.0,0.0,31.863,15.502,2.722,1.272,4.733,2.257,26.486,26.52,4,2017-01-01
2017,1,Santa Fe,562.52,362.0,562.882,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0.0,562.613,327.458,226.094,3.21,4.948,1.172,562.882,51.97,6,2017-01-01
2017,1,Santiago Del Estero,34.473,2.0,34.475,26.0,3.772,21.659,6.218,2.786,17.0,0.0,0.0,34.478,29.616,3.9,19.0,911.0,29.0,34.475,14.7,5,2017-01-01
2017,1,Tierra Del Fuego,31.938,619.0,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,35.71,22.636,6.905,665.0,1.0,2.35,32.557,68.92,3,2017-01-01
2017,1,Tucumán,152.734,37.0,152.771,96.0,9.682,86.47,39.155,15.951,1.383,13.0,0.0,152.75,147.373,5.223,116.0,14.0,45.0,152.771,37.9,6,2017-01-01
2016,4,Buenos Aires,3131.499,11.202,3142.701,6.055,86.281,2085.605,403.575,467.398,72.348,17.279,0.0,3138.541,1563.542,1414.676,118.747,21.394,24.342,3142.701,61.24,6,2016-04-01
2016,4,Buenos Aires,1393.443,8.016,1401.459,517.0,1.477,704.324,225.723,264.582,53.506,16.756,0.0,1266.885,434.835,914.952,38.161,2.583,10.928,1401.459,120.63,8,2016-04-01
2016,4,Catamarca,27.021,13.0,27.034,15.0,3.478,16.519,4.889,2.077,54.0,0.0,0.0,27.032,26.735,250.0,14.0,1.0,34.0,27.034,26.54,5,2016-04-01
2016,4,Chaco,88.833,14.0,88.847,191.0,3.983,45.634,21.323,14.887,2.586,250.0,0.0,88.854,54.974,33.534,248.0,52.0,39.0,88.847,28.79,7,2016-04-01
2016,4,Chubut,62.035,1.73,63.765,401.0,4.493,73.951,1.352,0.0,0.0,0.0,0.0,80.197,43.994,955.0,916.0,13.107,4.793,63.765,36.07,3,2016-04-01
2016,4,Córdoba,636.422,133.0,636.555,50.0,29.38,404.645,77.966,108.368,15.458,1.606,0.0,637.473,337.368,289.344,3.368,5.686,789.0,636.555,57.7,6,2016-04-01
2016,4,Corrientes,88.084,12.0,88.096,15.0,6.109,48.995,20.187,10.908,1.645,234.0,0.0,88.093,54.981,31.497,233.0,1.354,31.0,88.096,30.98,6,2016-04-01
2016,4,Entre Ríos,180.188,57.0,180.245,1.68,8.253,110.296,38.491,19.509,1.801,280.0,0.0,180.31,109.359,64.141,226.0,6.448,71.0,180.245,45.21,6,2016-04-01
2016,4,Formosa,29.513,0.0,29.513,1.573,3.519,15.791,4.114,3.855,649.0,17.0,0.0,29.518,22.4,6.061,16.0,1.023,13.0,29.513,19.85,6,2016-04-01
2016,4,Jujuy,42.624,1.0,42.625,303.0,6.225,27.778,6.143,2.134,43.0,0.0,0.0,42.626,33.838,8.731,22.0,0.0,34.0,42.625,22.65,4,2016-04-01
2016,4,La Pampa,71.368,460.0,71.828,368.0,9.789,56.694,16.0,335.0,132.0,11.0,0.0,67.345,12.754,47.245,5.054,6.253,522.0,71.828,63.02,3,2016-04-01
2016,4,La Rioja,16.298,18.0,16.316,9.0,1.646,9.635,3.334,1.675,13.0,3.0,0.0,16.315,16.27,0.0,16.0,2.0,28.0,16.316,16.46,5,2016-04-01
2016,4,Mendoza,169.274,1.451,170.725,114.0,16.0,177.194,79.0,49.0,5.0,20.0,0.0,177.477,153.32,13.03,2.579,27.0,1.769,170.725,32.11,4,2016-04-01
2016,4,Misiones,97.39,0.0,97.39,1.01,4.783,47.454,23.433,18.371,2.215,126.0,0.0,97.392,57.983,39.294,100.0,5.0,8.0,97.39,29.72,7,2016-04-01
2016,4,Neuquén,111.723,2.112,113.835,1.539,1.406,84.859,792.0,14.153,3.073,271.0,0.0,106.093,51.742,46.389,1.124,11.91,2.67,113.835,60.87,6,2016-04-01
2016,4,Río Negro,100.02,1.0,101.02,998.0,2.953,92.967,248.0,6.317,1.174,122.0,0.0,104.779,67.057,28.474,954.0,3.274,1.261,101.02,46.39,4,2016-04-01
2016,4,Salta,106.934,1.0,106.935,577.0,5.027,71.636,20.787,8.611,239.0,70.0,0.0,106.947,79.389,26.657,110.0,158.0,621.0,106.935,32.69,5,2016-04-01
2016,4,San Juan,51.301,620.0,51.921,8.0,220.0,58.608,0.0,0.0,0.0,4.0,0.0,58.84,48.67,451.0,772.0,1.121,907.0,51.921,27.29,3,2016-04-01
2016,4,San Luis,12.992,315.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,14.029,11.432,1.12,354.0,26.0,375.0,13.307,9.64,4,2016-04-01
2016,4,Santa Cruz,26.094,370.0,26.464,189.0,23.0,31.369,342.0,80.0,10.0,0.0,0.0,32.013,15.607,2.722,1.055,4.823,2.257,26.464,27.05,4,2016-04-01
2016,4,Santa Fe,561.47,362.0,561.832,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0.0,561.542,326.721,225.792,3.201,4.946,1.172,561.832,52.19,6,2016-04-01
2016,4,Santiago Del Estero,35.049,2.0,35.051,26.0,3.925,22.246,6.178,2.664,15.0,0.0,0.0,35.054,30.192,3.9,19.0,911.0,29.0,35.051,15.07,5,2016-04-01
2016,4,Tierra Del Fuego,31.938,619.0,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,35.71,22.636,6.905,665.0,1.0,2.35,32.557,70.31,3,2016-04-01
2016,4,Tucumán,151.615,37.0,151.652,96.0,10.021,87.994,37.721,14.389,1.4,10.0,0.0,151.631,146.995,4.482,116.0,14.0,45.0,151.652,37.98,6,2016-04-01
2016,3,Buenos Aires,3075.387,11.205,3086.592,5.856,107.945,2148.475,393.53,399.116,52.9,13.318,0.0,3121.14,1574.216,1355.77,113.463,18.867,24.276,3086.592,60.14,6,2016-03-01
2016,3,Buenos Aires,1395.053,8.051,1403.104,331.0,995.0,759.028,208.249,240.856,38.341,13.886,0.0,1261.686,447.726,905.105,36.796,2.514,10.963,1403.104,120.77,7,2016-03-01
2016,3,Catamarca,26.957,13.0,26.97,15.0,4.038,16.183,4.845,1.853,50.0,0.0,0.0,26.984,26.689,248.0,14.0,1.0,18.0,26.97,26.48,5,2016-03-01
2016,3,Chaco,89.216,14.0,89.23,190.0,5.227,46.821,21.193,13.746,2.022,217.0,0.0,89.416,56.251,32.73,232.0,2.0,15.0,89.23,28.91,7,2016-03-01
2016,3,Chubut,62.222,1.73,63.952,466.0,5.19,74.375,674.0,0.0,0.0,0.0,0.0,80.705,43.987,935.0,916.0,13.364,4.75,63.952,36.18,3,2016-03-01
2016,3,Córdoba,642.458,133.0,642.591,48.0,41.329,415.075,75.988,99.225,11.691,1.322,0.0,644.678,348.481,285.48,2.54,5.695,395.0,642.591,58.24,6,2016-03-01
2016,3,Corrientes,88.328,12.0,88.34,15.0,7.425,49.471,19.956,10.006,1.263,210.0,0.0,88.346,55.934,30.813,217.0,1.354,22.0,88.34,31.07,6,2016-03-01
2016,3,Entre Ríos,181.092,57.0,181.149,1.768,10.657,110.844,38.665,17.737,1.307,248.0,0.0,181.226,112.588,61.85,206.0,6.441,64.0,181.149,45.44,6,2016-03-01
2016,3,Formosa,27.716,0.0,27.716,1.723,4.277,15.581,3.964,3.658,648.0,10.0,0.0,29.861,21.8,5.905,9.0,0.0,2.0,27.716,18.64,5,2016-03-01
2016,3,Jujuy,42.537,1.0,42.538,286.0,6.878,27.425,5.943,1.978,31.0,0.0,0.0,42.541,34.25,8.236,22.0,0.0,30.0,42.538,22.61,4,2016-03-01
2016,3,La Pampa,69.903,461.0,70.364,374.0,10.187,55.792,15.0,224.0,114.0,11.0,0.0,66.717,12.751,45.952,4.91,6.236,515.0,70.364,61.73,3,2016-03-01
2016,3,La Rioja,16.912,18.0,16.93,9.0,2.349,9.686,3.316,1.562,11.0,2.0,0.0,16.935,16.891,0.0,15.0,2.0,22.0,16.93,17.07,5,2016-03-01
2016,3,Mendoza,169.174,1.45,170.624,37.0,10.0,178.186,73.0,48.0,5.0,17.0,0.0,178.376,153.233,13.03,2.576,28.0,1.757,170.624,32.09,4,2016-03-01
2016,3,Misiones,97.997,0.0,97.997,1.01,6.03,48.871,23.394,17.043,1.559,91.0,0.0,97.998,59.776,38.13,79.0,5.0,7.0,97.997,29.91,7,2016-03-01
2016,3,Neuquén,110.491,2.112,112.603,1.531,1.527,87.404,680.0,12.541,2.118,225.0,0.0,106.026,51.752,44.739,1.093,12.402,2.617,112.603,60.21,5,2016-03-01
2016,3,Río Negro,100.024,1.002,101.026,1.007,6.026,90.689,207.0,5.953,790.0,99.0,0.0,104.771,67.043,28.496,942.0,3.293,1.252,101.026,46.39,4,2016-03-01
2016,3,Salta,107.79,1.0,107.791,1.107,6.922,71.214,20.229,8.099,197.0,50.0,0.0,107.818,80.866,26.113,90.0,157.0,565.0,107.791,32.96,5,2016-03-01
2016,3,San Juan,51.348,620.0,51.968,8.0,245.0,58.577,0.0,0.0,0.0,2.0,0.0,58.832,48.67,451.0,770.0,1.174,903.0,51.968,27.32,3,2016-03-01
2016,3,San Luis,12.978,315.0,13.293,7.0,4.0,14.077,0.0,0.0,1.0,2.0,0.0,14.091,11.432,1.113,354.0,23.0,371.0,13.293,9.63,4,2016-03-01
2016,3,Santa Cruz,25.886,371.0,26.257,189.0,22.0,31.904,221.0,52.0,9.0,0.0,0.0,32.397,15.57,2.722,817.0,4.978,2.17,26.257,26.84,4,2016-03-01
2016,3,Santa Fe,566.625,386.0,567.011,3.958,49.501,360.606,72.657,69.864,10.21,1.308,0.0,568.104,334.911,223.011,3.037,4.862,1.19,567.011,52.67,6,2016-03-01
2016,3,Santiago Del Estero,35.658,2.0,35.66,26.0,5.097,22.747,6.216,2.497,9.0,0.0,0.0,36.592,31.73,3.9,19.0,3.0,8.0,35.66,15.33,5,2016-03-01
2016,3,Tierra Del Fuego,31.306,619.0,31.925,16.0,285.0,35.08,0.0,0.0,0.0,0.0,0.0,35.381,22.636,6.276,665.0,1.0,2.347,31.925,68.94,3,2016-03-01
2016,3,Tucumán,151.282,37.0,151.319,127.0,12.247,87.97,36.518,13.15,1.288,4.0,0.0,151.304,147.259,3.85,116.0,53.0,41.0,151.319,37.9,6,2016-03-01
2016,2,Buenos Aires,3032.776,12.515,3045.291,10.786,133.385,2250.898,335.296,334.723,31.494,11.933,0.0,3108.515,1579.448,1305.949,113.07,21.163,25.661,3045.291,59.34,5,2016-02-01
2016,2,Buenos Aires,1384.824,9.76,1394.584,4.352,1.736,859.039,146.091,213.01,19.597,13.477,0.0,1257.302,450.644,892.209,36.669,2.39,12.672,1394.584,120.04,7,2016-02-01
2016,2,Catamarca,26.543,13.0,26.556,15.0,5.736,14.742,4.567,1.496,47.0,1.0,0.0,26.604,26.262,245.0,14.0,1.0,34.0,26.556,26.07,4,2016-02-01
2016,2,Chaco,88.235,16.0,88.251,197.0,8.063,45.823,20.346,12.09,1.571,201.0,0.0,88.291,56.112,31.825,221.0,52.0,41.0,88.251,28.59,6,2016-02-01
2016,2,Chubut,62.116,1.74,63.856,572.0,5.421,73.078,775.0,0.0,0.0,0.0,0.0,79.846,43.977,867.0,916.0,13.293,4.803,63.856,36.12,3,2016-02-01
2016,2,Córdoba,634.68,234.0,634.914,258.0,57.05,437.547,71.98,82.618,8.355,1.242,0.0,659.05,348.891,277.615,1.709,5.61,1.089,634.914,57.55,6,2016-02-01
2016,2,Corrientes,86.932,24.0,86.956,41.0,10.018,47.916,19.2,8.851,803.0,191.0,0.0,87.02,55.511,29.845,203.0,1.354,43.0,86.956,30.58,6,2016-02-01
2016,2,Entre Ríos,178.194,179.0,178.373,4.734,16.368,115.0,36.917,15.522,849.0,205.0,0.0,189.595,112.809,58.768,169.0,6.434,193.0,178.373,44.74,5,2016-02-01
2016,2,Formosa,28.801,1.0,28.802,1.675,5.401,14.37,3.569,3.218,593.0,10.0,0.0,28.836,22.101,5.658,6.0,1.023,14.0,28.802,19.37,5,2016-02-01
2016,2,Jujuy,41.187,2.0,41.189,2.561,8.292,25.301,5.589,1.75,3.0,0.0,0.0,43.496,33.758,7.374,22.0,0.0,35.0,41.189,21.89,4,2016-02-01
2016,2,La Pampa,68.403,485.0,68.888,429.0,10.616,63.928,15.0,119.0,96.0,11.0,0.0,75.214,12.754,44.654,4.708,6.225,547.0,68.888,60.44,3,2016-02-01
2016,2,La Rioja,16.718,18.0,16.736,10.0,3.151,9.043,3.19,1.344,3.0,5.0,0.0,16.746,16.691,0.0,15.0,2.0,28.0,16.736,16.88,5,2016-02-01
2016,2,Mendoza,169.274,1.55,170.824,437.0,30.0,176.922,61.0,44.0,5.0,20.0,0.0,177.519,153.321,13.03,2.576,29.0,1.868,170.824,32.13,4,2016-02-01
2016,2,Misiones,95.808,7.0,95.815,1.973,7.899,49.586,21.385,14.82,1.073,96.0,0.0,96.832,59.573,36.145,77.0,5.0,15.0,95.815,29.24,6,2016-02-01
2016,2,Neuquén,108.224,2.291,110.515,1.916,1.691,88.854,583.0,10.241,1.285,208.0,0.0,104.778,51.742,42.37,1.088,12.466,2.849,110.515,59.1,5,2016-02-01
2016,2,Río Negro,99.631,1.073,100.704,1.189,6.107,92.158,194.0,4.877,520.0,86.0,0.0,105.131,67.031,28.1,939.0,3.3,1.334,100.704,46.24,4,2016-02-01
2016,2,Salta,104.929,3.0,104.932,2.16,10.123,70.875,18.759,7.129,140.0,49.0,0.0,109.235,79.438,24.719,85.0,151.0,539.0,104.932,32.08,5,2016-02-01
2016,2,San Juan,51.392,621.0,52.013,10.0,273.0,57.589,0.0,0.0,0.0,4.0,0.0,57.876,48.67,451.0,770.0,1.214,908.0,52.013,27.34,3,2016-02-01
2016,2,San Luis,12.939,317.0,13.256,12.0,4.0,13.931,0.0,0.0,1.0,2.0,0.0,13.95,11.432,1.063,354.0,30.0,377.0,13.256,9.6,4,2016-02-01
2016,2,Santa Cruz,25.797,356.0,26.153,244.0,26.0,31.995,142.0,20.0,0.0,0.0,0.0,32.427,15.453,2.722,396.0,4.996,2.586,26.153,26.73,4,2016-02-01
2016,2,Santa Fe,563.867,607.0,564.474,9.486,67.325,374.96,68.505,60.469,6.509,1.277,0.0,588.531,336.244,219.088,2.981,4.744,1.417,564.474,52.44,5,2016-02-01
2016,2,Santiago Del Estero,36.958,3.0,36.961,704.0,6.705,22.208,5.943,2.108,1.0,0.0,0.0,37.669,32.101,3.9,19.0,911.0,30.0,36.961,15.89,4,2016-02-01
2016,2,Tierra Del Fuego,30.74,619.0,31.359,16.0,286.0,38.773,0.0,0.0,0.0,0.0,0.0,39.075,22.636,5.707,665.0,1.0,2.35,31.359,67.72,3,2016-02-01
2016,2,Tucumán,148.636,41.0,148.677,231.0,18.515,83.945,33.891,11.31,1.032,2.0,0.0,148.926,145.486,2.968,116.0,58.0,49.0,148.677,37.24,5,2016-02-01
2016,1,Buenos Aires,2929.903,12.612,2942.515,7.351,97.88,2214.76,289.929,247.372,8.315,9.529,0.0,2875.136,1583.56,1200.859,111.231,21.108,25.757,2942.515,57.34,5,2016-01-01
2016,1,Buenos Aires,1328.079,9.817,1337.896,2.31,43.686,869.048,178.665,192.644,6.577,10.838,0.0,1303.768,454.425,832.126,36.332,2.284,12.729,1337.896,115.16,6,2016-01-01
2016,1,Catamarca,26.376,13.0,26.389,15.0,6.102,14.653,4.241,1.334,42.0,1.0,0.0,26.388,26.096,243.0,15.0,1.0,34.0,26.389,25.91,4,2016-01-01
2016,1,Chaco,86.635,16.0,86.651,194.0,8.755,46.304,19.388,10.587,1.238,184.0,0.0,86.65,56.353,29.994,211.0,52.0,41.0,86.651,28.08,6,2016-01-01
2016,1,Chubut,62.06,1.74,63.8,94.0,5.095,72.396,1.066,0.0,0.0,0.0,0.0,78.651,43.967,834.0,916.0,13.28,4.803,63.8,36.09,3,2016-01-01
2016,1,Córdoba,609.692,234.0,609.926,148.0,59.484,414.452,65.763,66.455,4.143,1.039,0.0,611.484,350.884,252.346,674.0,5.636,386.0,609.926,55.28,5,2016-01-01
2016,1,Corrientes,85.51,26.0,85.536,29.0,10.69,47.833,18.375,7.911,526.0,170.0,0.0,85.534,55.454,28.491,192.0,1.354,45.0,85.536,30.08,5,2016-01-01
2016,1,Entre Ríos,174.634,179.0,174.813,2.864,17.749,104.137,35.104,14.057,457.0,165.0,0.0,174.533,113.101,54.948,146.0,6.425,193.0,174.813,43.85,5,2016-01-01
2016,1,Formosa,28.313,1.0,28.314,1.738,5.731,14.163,3.229,2.906,544.0,5.0,0.0,28.316,21.852,5.42,5.0,1.023,14.0,28.314,19.04,5,2016-01-01
2016,1,Jujuy,40.287,2.0,40.289,2.543,8.558,22.383,5.188,1.623,0.0,0.0,0.0,40.295,33.481,6.751,22.0,0.0,35.0,40.289,21.41,4,2016-01-01
2016,1,La Pampa,65.442,487.0,65.929,426.0,11.065,52.117,15.0,78.0,71.0,11.0,0.0,63.783,12.754,41.881,4.536,6.209,549.0,65.929,57.84,3,2016-01-01
2016,1,La Rioja,16.673,18.0,16.691,10.0,3.382,9.06,2.98,1.254,2.0,3.0,0.0,16.691,16.645,0.0,16.0,2.0,28.0,16.691,16.83,5,2016-01-01
2016,1,Mendoza,169.257,1.553,170.81,235.0,21.0,175.376,47.0,43.0,5.0,17.0,0.0,175.744,153.299,13.03,2.576,34.0,1.871,170.81,32.12,4,2016-01-01
2016,1,Misiones,92.951,7.0,92.958,959.0,8.502,50.061,19.195,13.363,779.0,68.0,0.0,92.927,59.538,33.33,70.0,5.0,15.0,92.958,28.37,6,2016-01-01
2016,1,Neuquén,101.969,2.292,104.261,1.72,1.737,86.31,479.0,7.893,143.0,171.0,0.0,98.453,51.702,36.122,1.085,12.502,2.85,104.261,55.75,4,2016-01-01
2016,1,Río Negro,98.745,1.077,99.822,1.171,6.105,90.038,203.0,4.246,77.0,81.0,0.0,101.921,66.894,27.312,937.0,3.341,1.338,99.822,45.84,4,2016-01-01
2016,1,Salta,102.423,3.0,102.426,1.119,10.765,65.646,17.748,6.643,119.0,31.0,0.0,102.071,78.973,22.741,73.0,132.0,507.0,102.426,31.32,5,2016-01-01
2016,1,San Juan,51.373,621.0,51.994,9.0,309.0,56.447,0.0,0.0,0.0,2.0,0.0,56.767,48.67,451.0,770.0,1.195,908.0,51.994,27.33,3,2016-01-01
2016,1,San Luis,12.915,317.0,13.232,8.0,4.0,13.645,0.0,0.0,1.0,2.0,0.0,13.66,11.432,1.042,354.0,27.0,377.0,13.232,9.59,4,2016-01-01
2016,1,Santa Cruz,25.931,356.0,26.287,168.0,29.0,32.188,8.0,0.0,0.0,0.0,0.0,32.393,15.654,2.723,396.0,5.088,2.426,26.287,26.87,3,2016-01-01
2016,1,Santa Fe,551.378,618.0,551.996,6.492,71.565,353.525,64.117,51.293,3.754,1.063,0.0,551.809,338.052,204.816,3.014,4.686,1.428,551.996,51.28,5,2016-01-01
2016,1,Santiago Del Estero,37.695,3.0,37.698,703.0,7.219,22.805,5.769,1.898,0.0,0.0,0.0,38.394,32.838,3.9,19.0,911.0,30.0,37.698,16.21,4,2016-01-01
2016,1,Tierra Del Fuego,29.867,619.0,30.486,16.0,285.0,33.003,0.0,0.0,0.0,0.0,0.0,33.304,22.636,4.834,665.0,1.0,2.35,30.486,65.83,3,2016-01-01
2016,1,Tucumán,146.596,41.0,146.637,106.0,20.092,84.008,31.49,10.046,871.0,0.0,0.0,146.613,144.233,2.165,116.0,74.0,49.0,146.637,36.72,5,2016-01-01
2015,4,Buenos Aires,2946.743,12.642,2959.385,7.985,100.303,2253.197,274.56,240.188,3.835,8.18,0.0,2888.246,1586.343,1223.603,103.269,20.397,25.773,2959.385,58.29,5,2015-04-01
2015,4,Buenos Aires,1360.381,9.845,1370.226,2.417,46.568,916.813,172.029,198.635,3.087,10.899,0.0,1350.45,455.427,879.95,19.818,2.273,12.758,1370.226,118.13,6,2015-04-01
2015,4,Catamarca,26.459,13.0,26.472,15.0,6.513,14.484,4.106,1.313,39.0,1.0,0.0,26.471,26.18,242.0,15.0,1.0,34.0,26.472,26.24,4,2015-04-01
2015,4,Chaco,86.537,16.0,86.553,194.0,9.593,46.771,18.608,10.092,1.136,159.0,0.0,86.553,56.818,29.456,186.0,52.0,41.0,86.553,28.35,6,2015-04-01
2015,4,Chubut,62.279,1.74,64.019,625.0,5.774,71.881,168.0,0.0,0.0,0.0,0.0,78.448,43.968,811.0,916.0,13.521,4.803,64.019,36.89,3,2015-04-01
2015,4,Córdoba,625.835,235.0,626.07,148.0,63.746,427.471,62.989,67.151,3.336,1.088,0.0,625.929,353.53,266.062,480.0,5.613,385.0,626.07,57.36,5,2015-04-01
2015,4,Corrientes,85.409,26.0,85.435,29.0,11.248,48.104,17.877,7.569,456.0,150.0,0.0,85.433,55.681,28.178,177.0,1.354,45.0,85.435,30.34,5,2015-04-01
2015,4,Entre Ríos,173.957,180.0,174.137,2.865,18.883,104.224,33.989,13.668,399.0,163.0,0.0,174.191,113.983,53.411,122.0,6.427,194.0,174.137,44.11,5,2015-04-01
2015,4,Formosa,28.088,1.0,28.089,1.791,6.081,14.279,2.704,2.713,519.0,4.0,0.0,28.091,21.734,5.314,4.0,1.023,14.0,28.089,19.07,5,2015-04-01
2015,4,Jujuy,39.922,2.0,39.924,2.551,8.876,21.867,5.044,1.587,0.0,0.0,0.0,39.925,32.934,6.933,22.0,0.0,35.0,39.924,21.47,4,2015-04-01
2015,4,La Pampa,66.054,312.0,66.366,592.0,12.951,48.798,16.0,63.0,49.0,10.0,0.0,62.479,12.755,42.705,4.327,6.205,374.0,66.366,58.76,3,2015-04-01
2015,4,La Rioja,16.914,18.0,16.932,10.0,3.638,9.127,2.937,1.215,2.0,3.0,0.0,16.932,16.886,0.0,16.0,2.0,28.0,16.932,17.32,5,2015-04-01
2015,4,Mendoza,169.251,1.556,170.807,241.0,23.0,174.719,38.0,41.0,5.0,13.0,0.0,175.08,153.293,13.03,2.572,38.0,1.874,170.807,32.49,4,2015-04-01
2015,4,Misiones,92.846,7.0,92.853,959.0,9.169,51.029,17.281,13.69,675.0,52.0,0.0,92.855,60.252,32.533,48.0,5.0,15.0,92.853,28.69,6,2015-04-01
2015,4,Neuquén,105.122,2.294,107.416,1.727,2.061,89.678,455.0,7.934,9.0,175.0,0.0,102.039,51.68,38.902,1.048,12.934,2.852,107.416,58.29,4,2015-04-01
2015,4,Río Negro,98.655,1.067,99.722,3.282,4.473,89.062,201.0,4.024,5.0,75.0,0.0,101.122,66.851,27.221,915.0,3.407,1.328,99.722,46.44,4,2015-04-01
2015,4,Salta,101.917,3.0,101.92,1.122,11.387,65.677,17.139,6.507,99.0,5.0,0.0,101.936,78.744,22.446,47.0,129.0,554.0,101.92,31.59,5,2015-04-01
2015,4,San Juan,51.408,621.0,52.029,9.0,386.0,55.761,0.0,0.0,0.0,2.0,0.0,56.158,48.67,451.0,770.0,1.23,908.0,52.029,27.66,3,2015-04-01
2015,4,San Luis,12.901,317.0,13.218,8.0,4.0,13.473,0.0,0.0,1.0,2.0,0.0,13.488,11.432,1.025,354.0,30.0,377.0,13.218,9.71,4,2015-04-01
2015,4,Santa Cruz,26.047,356.0,26.403,188.0,26.0,32.338,3.0,0.0,0.0,0.0,0.0,32.555,15.614,2.723,396.0,5.261,2.409,26.403,27.74,3,2015-04-01
2015,4,Santa Fe,561.045,627.0,561.672,6.659,75.77,361.264,60.985,51.258,3.079,1.189,0.0,560.204,339.843,212.911,2.885,4.596,1.437,561.672,52.61,5,2015-04-01
2015,4,Santiago Del Estero,39.132,3.0,39.135,703.0,7.836,23.074,5.669,1.856,0.0,0.0,0.0,39.138,33.582,4.365,19.0,1.139,30.0,39.135,17.0,4,2015-04-01
2015,4,Tierra Del Fuego,29.334,619.0,29.953,16.0,285.0,32.662,0.0,0.0,0.0,0.0,0.0,32.963,22.636,4.301,665.0,1.0,2.35,29.953,66.46,3,2015-04-01
2015,4,Tucumán,146.053,42.0,146.095,107.0,21.8,83.887,29.942,9.507,837.0,0.0,0.0,146.08,144.188,1.653,116.0,88.0,50.0,146.095,37.06,5,2015-04-01
2015,3,Buenos Aires,2916.07,12.695,2928.765,8.361,107.351,2266.948,262.564,200.491,2.642,7.72,0.0,2856.078,1585.467,1183.894,113.59,19.989,25.825,2928.765,57.69,5,2015-03-01
2015,3,Buenos Aires,1362.193,9.875,1372.068,2.448,49.34,942.525,159.618,175.594,2.028,10.022,0.0,1341.574,454.815,871.262,30.974,2.229,12.788,1372.068,118.29,6,2015-03-01
2015,3,Catamarca,26.08,13.0,26.093,15.0,6.871,14.206,4.143,812.0,43.0,1.0,0.0,26.091,25.801,242.0,15.0,1.0,34.0,26.093,25.86,4,2015-03-01
