Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total_BandaProv,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Others_Rangos_VelocidadProv,Total_Rangos_VelocidadProv,ADSL,Cablemodem,Fibra óptica,Wireless,Others_TechProv,Total_TechProv,Accesos por cada 100 hogares,Mbps (Media de bajada),Date
2018,3,Jujuy,44.934,1.0,44.935,345.0,3.02,29.048,7.756,4.066,39.0,623.0,0.0,44.897,33.363,10.856,32.0,641.0,43.0,44.935,23.26,8,2018-03-01
2018,3,La Pampa,83.18,244.0,83.424,242.0,8.417,68.507,3.153,920.0,1.189,216.0,698.0,83.342,12.415,54.574,8.437,7.011,987.0,83.424,71.75,4,2018-03-01
2018,3,La Rioja,51.855,17.0,51.872,9.0,1.291,40.647,4.138,5.425,20.0,339.0,0.0,51.869,16.587,34.984,13.0,253.0,35.0,51.872,50.73,6,2018-03-01
2018,3,Mendoza,205.545,1.484,207.029,20.0,1.525,199.297,2.476,4.727,27.0,129.0,0.0,208.201,151.033,40.205,5.744,8.195,1.852,207.029,37.99,6,2018-03-01
2018,3,Misiones,108.042,0.0,108.042,48.0,5.749,39.617,24.747,21.212,14.674,4.547,0.0,110.594,56.29,50.793,512.0,391.0,56.0,108.042,32.1,12,2018-03-01
2018,3,Neuquén,114.713,2.005,116.718,1.396,2.244,55.822,1.647,23.785,15.218,9.718,6.105,115.935,46.602,54.129,998.0,12.277,2.712,116.718,60.49,15,2018-03-01
2018,3,Río Negro,112.433,1.059,113.492,409.0,5.221,75.929,512.0,14.912,8.47,4.332,3.719,113.504,68.59,33.474,1.252,5.051,5.125,113.492,50.54,10,2018-03-01
2018,3,Salta,132.882,1.0,132.883,116.0,3.721,61.795,32.782,25.582,9.224,502.0,0.0,133.722,76.6,53.98,678.0,234.0,1.391,132.883,39.43,9,2018-03-01
2018,3,San Juan,63.823,658.0,64.481,22.0,1.326,62.525,180.0,312.0,3.0,1.0,0.0,64.369,54.025,5.838,826.0,2.744,1.048,64.481,33.05,6,2018-03-01
2018,3,San Luis,74.121,300.0,74.421,57.0,109.0,19.17,52.94,119.0,63.0,2.0,1.902,74.362,11.096,7.784,368.0,52.859,2.314,74.421,52.35,9,2018-03-01
2018,3,Santa Cruz,33.565,434.0,33.999,26.0,116.0,32.815,778.0,206.0,1.0,3.0,0.0,33.945,18.606,4.574,585.0,6.238,3.996,33.999,32.73,5,2018-03-01
2018,3,Santa Fe,694.883,217.0,695.1,467.0,36.786,269.211,115.907,162.545,62.479,31.266,13.911,692.572,339.126,312.866,11.749,16.337,15.022,695.1,63.41,12,2018-03-01
2018,3,Santiago Del Estero,86.358,2.0,86.36,41.0,2.55,60.26,19.116,3.806,64.0,265.0,0.0,86.102,25.805,58.789,23.0,1.662,81.0,86.36,36.25,6,2018-03-01
2018,3,Tierra Del Fuego,45.056,508.0,45.564,6.0,187.0,41.569,2.27,231.0,24.0,13.0,0.0,44.3,19.365,22.649,1.502,1.0,2.047,45.564,92.77,6,2018-03-01
2018,3,Tucumán,171.135,31.0,171.166,16.0,5.993,81.559,43.282,27.062,941.0,12.187,0.0,171.04,161.209,9.28,110.0,252.0,315.0,171.166,41.68,15,2018-03-01
2018,2,Buenos Aires,3490.134,10.565,3500.699,1.009,81.354,1459.443,295.457,816.056,536.049,199.589,113.357,3502.314,1450.203,1807.868,143.626,71.256,27.746,3500.699,62.78,15,2018-02-01
2018,2,Buenos Aires,1362.498,6.688,1369.186,73.0,9.234,290.291,219.166,445.345,264.805,142.253,0.0,1371.167,342.431,977.916,35.61,3.908,9.321,1369.186,106.53,19,2018-02-01
2018,2,Catamarca,34.078,11.0,34.089,34.0,2.414,14.624,6.112,4.347,36.0,6.0,6.5,34.073,27.444,4.415,15.0,1.0,2.214,34.089,32.86,8,2018-02-01
2018,2,Chaco,98.509,12.0,98.521,70.0,2.968,34.167,24.282,21.887,9.251,4.63,1.035,98.29,54.134,40.75,562.0,1.946,1.129,98.521,31.25,12,2018-02-01
2018,2,Chubut,98.137,2.427,100.564,67.0,4.471,85.598,5.369,4.0,5.0,9.0,5.01,100.533,58.935,19.591,1.239,14.07,6.729,100.564,54.9,5,2018-02-01
2018,2,Córdoba,712.979,94.0,713.073,81.0,21.779,219.63,102.596,244.291,78.852,34.95,8.11,710.289,345.141,327.636,13.832,16.355,10.109,713.073,63.27,14,2018-02-01
2018,2,Corrientes,97.946,11.0,97.957,11.0,7.047,38.268,24.066,17.926,6.78,3.862,0.0,97.96,56.541,39.715,201.0,1.468,32.0,97.957,33.81,11,2018-02-01
2018,2,Entre Ríos,199.937,48.0,199.985,18.0,8.179,94.459,44.57,34.281,12.012,5.92,0.0,199.439,104.811,80.376,2.405,12.313,80.0,199.985,49.2,10,2018-02-01
2018,2,Formosa,44.554,,44.554,1.11,3.568,22.409,5.176,9.727,1.313,1.243,0.0,44.546,23.543,7.311,18.0,13.625,57.0,44.554,29.43,9,2018-02-01
2018,2,Jujuy,45.132,1.0,45.133,345.0,3.32,29.319,8.083,3.977,44.0,7.0,0.0,45.095,33.571,10.856,23.0,640.0,43.0,45.133,23.43,6,2018-02-01
2018,2,La Pampa,82.177,244.0,82.421,244.0,8.797,68.083,2.409,965.0,969.0,179.0,698.0,82.344,12.416,53.587,8.42,7.011,987.0,82.421,71.04,4,2018-02-01
2018,2,La Rioja,51.931,17.0,51.948,9.0,1.384,40.679,4.198,5.64,20.0,15.0,0.0,51.945,16.663,34.984,13.0,253.0,35.0,51.948,50.98,6,2018-02-01
2018,2,Mendoza,199.468,1.484,200.952,20.0,1.658,164.596,515.0,266.0,17.0,72.0,33.788,200.932,152.938,36.872,3.084,6.206,1.852,200.952,36.97,6,2018-02-01
2018,2,Misiones,106.147,,106.147,48.0,6.092,39.489,23.569,23.747,11.888,3.866,0.0,108.699,57.265,47.923,512.0,391.0,56.0,106.147,31.63,12,2018-02-01
2018,2,Neuquén,113.842,2.006,115.848,1.396,2.408,56.035,1.314,26.417,12.442,8.551,6.105,114.668,46.633,52.855,998.0,12.649,2.713,115.848,60.24,13,2018-02-01
2018,2,Río Negro,111.176,1.059,112.235,409.0,5.298,75.056,523.0,16.48,6.663,3.725,3.975,112.129,68.667,32.795,1.252,4.396,5.125,112.235,50.15,10,2018-02-01
2018,2,Salta,134.166,1.0,134.167,116.0,3.99,61.763,33.285,28.431,7.239,182.0,0.0,135.006,78.386,53.478,678.0,234.0,1.391,134.167,39.94,9,2018-02-01
2018,2,San Juan,63.443,658.0,64.101,22.0,1.378,57.591,11.0,0.0,3.0,0.0,5.068,64.073,54.08,5.068,826.0,3.079,1.048,64.101,32.95,6,2018-02-01
2018,2,San Luis,21.168,300.0,21.468,57.0,101.0,11.992,11.0,0.0,7.0,2.0,9.284,21.454,11.104,7.666,368.0,16.0,2.314,21.468,15.15,6,2018-02-01
2018,2,Santa Cruz,33.97,435.0,34.405,26.0,120.0,28.6,655.0,100.0,1.0,3.0,4.267,33.772,18.615,4.474,585.0,6.734,3.997,34.405,33.33,5,2018-02-01
2018,2,Santa Fe,684.243,309.0,684.552,744.0,34.267,262.603,112.143,175.54,50.525,26.512,22.257,684.591,337.934,304.349,11.354,15.801,15.114,684.552,62.57,12,2018-02-01
2018,2,Santiago Del Estero,83.773,2.0,83.775,41.0,2.717,41.362,18.721,3.278,31.0,31.0,17.589,83.77,26.074,55.935,23.0,1.662,81.0,83.775,35.26,6,2018-02-01
2018,2,Tierra Del Fuego,44.199,508.0,44.707,6.0,188.0,40.912,2.217,75.0,0.0,0.0,107.0,43.505,19.372,22.756,531.0,1.0,2.047,44.707,91.61,6,2018-02-01
2018,2,Tucumán,169.926,31.0,169.957,16.0,6.735,79.899,44.968,27.059,1.084,8.784,1.305,169.85,160.315,8.965,110.0,252.0,315.0,169.957,41.51,14,2018-02-01
2018,1,Buenos Aires,3464.882,10.564,3475.446,1.514,74.766,1445.752,292.732,886.678,480.237,184.203,105.818,3471.7,1452.061,1793.884,133.928,64.379,31.194,3475.446,62.63,14,2018-01-01
2018,1,Buenos Aires,1359.882,6.688,1366.57,89.0,10.039,292.566,222.737,487.826,227.953,127.384,0.0,1368.594,349.995,968.483,35.535,3.164,9.393,1366.57,106.24,18,2018-01-01
2018,1,Catamarca,33.934,11.0,33.945,34.0,2.896,14.77,6.145,3.539,41.0,4.0,6.5,33.929,27.3,4.415,15.0,1.0,2.214,33.945,32.79,8,2018-01-01
2018,1,Chaco,96.925,12.0,96.937,70.0,3.261,32.516,24.488,23.296,8.219,3.897,1.035,96.782,54.879,40.157,383.0,388.0,1.13,96.937,30.83,12,2018-01-01
2018,1,Chubut,95.532,2.427,97.959,67.0,4.314,83.161,5.358,4.0,5.0,9.0,5.01,97.928,56.375,19.591,1.194,14.07,6.729,97.959,53.72,5,2018-01-01
2018,1,Córdoba,713.825,101.0,713.926,281.0,23.922,222.815,104.3,266.259,57.137,29.228,10.049,713.991,349.342,326.894,13.178,13.237,11.275,713.926,63.52,13,2018-01-01
2018,1,Corrientes,94.406,11.0,94.417,11.0,5.005,37.152,24.038,19.068,5.89,3.256,0.0,94.42,56.937,35.225,888.0,1.334,33.0,94.417,32.66,11,2018-01-01
2018,1,Entre Ríos,197.346,48.0,197.394,18.0,8.861,90.08,45.599,37.401,9.818,5.071,0.0,196.848,106.998,75.751,3.789,10.776,80.0,197.394,48.68,10,2018-01-01
2018,1,Formosa,32.328,0.0,32.328,1.11,3.803,10.092,5.117,10.061,1.091,1.046,0.0,32.32,23.556,7.095,17.0,1.603,57.0,32.328,21.4,11,2018-01-01
2018,1,Jujuy,44.405,1.0,44.406,345.0,4.807,27.219,8.044,3.925,49.0,4.0,0.0,44.393,33.856,10.456,23.0,28.0,43.0,44.406,23.12,7,2018-01-01
2018,1,La Pampa,82.668,396.0,83.064,245.0,8.119,67.104,1.616,1.076,614.0,98.0,3.503,82.375,10.807,51.389,8.386,10.556,1.926,83.064,71.75,4,2018-01-01
2018,1,La Rioja,52.228,17.0,52.245,9.0,1.485,40.68,4.217,5.831,19.0,1.0,0.0,52.242,16.96,34.984,13.0,253.0,35.0,52.245,51.44,6,2018-01-01
2018,1,Mendoza,199.463,1.484,200.947,20.0,1.662,164.599,501.0,266.0,19.0,72.0,33.788,200.927,152.931,36.872,3.086,6.206,1.852,200.947,37.07,6,2018-01-01
2018,1,Misiones,103.58,0.0,103.58,48.0,4.7,35.82,23.291,26.223,10.241,3.219,0.0,103.542,56.311,46.88,328.0,5.0,56.0,103.58,30.96,12,2018-01-01
2018,1,Neuquén,115.897,2.006,117.903,1.396,2.367,59.468,1.311,29.012,9.709,7.378,6.105,116.746,46.714,55.072,1.0,12.404,2.713,117.903,61.52,12,2018-01-01
2018,1,Río Negro,110.057,1.062,111.119,409.0,5.333,74.894,530.0,17.997,4.972,3.129,3.975,111.239,68.769,31.712,1.251,4.259,5.128,111.119,49.82,9,2018-01-01
2018,1,Salta,133.182,1.0,133.183,116.0,4.459,60.334,33.088,30.771,5.145,88.0,0.0,134.001,79.936,51.534,118.0,204.0,1.391,133.183,39.78,9,2018-01-01
2018,1,San Juan,62.61,658.0,63.268,22.0,1.058,57.078,11.0,0.0,3.0,0.0,5.068,63.24,54.08,5.068,826.0,2.246,1.048,63.268,32.61,6,2018-01-01
2018,1,San Luis,21.096,300.0,21.396,57.0,101.0,11.92,11.0,0.0,7.0,2.0,9.284,21.382,11.104,7.594,368.0,16.0,2.314,21.396,15.15,6,2018-01-01
2018,1,Santa Cruz,33.97,435.0,34.405,26.0,120.0,28.6,655.0,100.0,1.0,3.0,4.267,33.772,18.615,4.474,1.799,6.734,2.783,34.405,33.55,5,2018-01-01
2018,1,Santa Fe,679.717,309.0,680.026,1.359,33.639,262.008,108.576,188.9,39.589,22.801,23.181,680.053,341.997,300.421,10.674,11.636,15.298,680.026,62.28,11,2018-01-01
2018,1,Santiago Del Estero,82.916,2.0,82.918,41.0,2.91,41.298,18.914,3.449,33.0,2.0,17.589,84.236,26.788,54.594,23.0,1.432,81.0,82.918,34.99,6,2018-01-01
2018,1,Tierra Del Fuego,31.106,508.0,31.614,6.0,307.0,33.987,2.0,0.0,0.0,0.0,107.0,34.409,19.372,9.663,531.0,1.0,2.047,31.614,65.2,6,2018-01-01
2018,1,Tucumán,168.026,31.0,168.057,16.0,7.472,78.811,45.675,26.405,1.218,7.082,1.305,167.984,158.611,8.921,107.0,368.0,50.0,168.057,41.18,9,2018-01-01
2017,4,Buenos Aires,3171.206,10.69,3181.896,3.865,55.046,1551.194,264.645,712.513,335.14,151.747,114.182,3188.332,1241.172,1718.013,131.181,60.082,31.448,3181.896,57.61,13,2017-04-01
2017,4,Buenos Aires,1575.418,6.906,1582.324,314.0,31.411,517.018,284.04,458.12,178.396,114.939,0.0,1584.238,571.363,961.688,36.277,3.119,9.877,1582.324,122.9,15,2017-04-01
2017,4,Catamarca,29.548,10.0,29.558,34.0,3.182,15.315,5.904,2.927,43.0,2.0,2.151,29.558,27.083,263.0,11.0,1.0,2.2,29.558,28.62,8,2017-04-01
2017,4,Chaco,96.603,12.0,96.615,70.0,3.432,37.144,24.088,20.123,7.29,3.289,1.035,96.471,55.035,39.69,389.0,380.0,1.121,96.615,30.81,12,2017-04-01
2017,4,Chubut,91.012,2.428,93.44,67.0,4.313,83.676,5.355,7.0,5.0,9.0,0.0,93.432,56.378,15.097,1.187,14.07,6.708,93.44,51.46,5,2017-04-01
2017,4,Córdoba,709.874,105.0,709.979,291.0,25.411,280.837,102.892,217.602,40.898,24.251,8.429,700.611,349.71,324.709,12.778,12.043,10.739,709.979,63.33,12,2017-04-01
2017,4,Corrientes,93.76,11.0,93.771,11.0,5.22,41.08,23.686,16.046,5.053,2.675,0.0,93.771,56.786,34.722,894.0,1.334,35.0,93.771,32.52,10,2017-04-01
2017,4,Entre Ríos,193.654,49.0,193.703,1.685,9.078,95.466,45.189,30.01,7.958,4.113,0.0,193.499,107.764,73.692,1.894,10.267,86.0,193.703,47.89,9,2017-04-01
2017,4,Formosa,32.056,0.0,32.056,1.11,4.061,13.22,4.867,6.996,977.0,824.0,0.0,32.055,23.41,6.973,19.0,1.603,51.0,32.056,21.27,10,2017-04-01
2017,4,Jujuy,43.551,1.0,43.552,345.0,5.364,26.566,7.721,3.507,44.0,3.0,0.0,43.55,33.844,9.626,20.0,28.0,34.0,43.552,22.74,7,2017-04-01
2017,4,La Pampa,81.675,396.0,82.071,310.0,8.729,66.053,1.227,792.0,391.0,81.0,3.503,81.086,10.808,50.495,8.272,10.569,1.927,82.071,71.05,4,2017-04-01
2017,4,La Rioja,52.177,17.0,52.194,9.0,1.488,40.777,4.083,5.813,22.0,3.0,0.0,52.195,16.912,34.984,14.0,253.0,31.0,52.194,51.57,6,2017-04-01
2017,4,Mendoza,178.661,1.49,180.151,26.0,1.656,177.646,438.0,278.0,29.0,81.0,0.0,180.154,152.896,16.114,3.015,6.206,1.92,180.151,33.33,6,2017-04-01
2017,4,Misiones,103.895,0.0,103.895,1.053,3.9,41.723,23.131,22.262,9.091,2.735,0.0,103.895,56.271,47.47,95.0,5.0,54.0,103.895,31.14,11,2017-04-01
2017,4,Neuquén,114.965,2.006,116.971,1.396,2.372,68.036,1.325,22.781,7.528,6.3,6.105,115.843,46.739,54.119,1.017,12.404,2.692,116.971,61.24,11,2017-04-01
2017,4,Río Negro,108.702,1.062,109.764,409.0,5.598,81.078,485.0,12.502,3.447,2.44,3.719,109.678,68.69,30.451,1.25,4.259,5.114,109.764,49.38,8,2017-04-01
2017,4,Salta,132.811,1.0,132.812,636.0,4.275,73.284,32.842,18.968,3.559,84.0,0.0,133.648,80.705,50.446,127.0,158.0,1.376,132.812,39.8,8,2017-04-01
2017,4,San Juan,57.965,659.0,58.624,22.0,1.062,57.525,9.0,0.0,2.0,2.0,0.0,58.622,54.079,451.0,812.0,2.246,1.036,58.624,30.3,6,2017-04-01
2017,4,San Luis,14.604,300.0,14.904,59.0,101.0,12.822,8.0,0.0,1.0,7.0,1.902,14.9,11.104,1.119,335.0,17.0,2.329,14.904,10.59,6,2017-04-01
2017,4,Santa Cruz,29.018,434.0,29.452,68.0,78.0,29.073,655.0,100.0,1.0,3.0,0.0,29.978,18.614,1.668,582.0,4.638,3.95,29.452,28.91,5,2017-04-01
2017,4,Santa Fe,672.137,323.0,672.46,3.109,34.132,309.998,108.939,151.329,30.736,19.602,14.119,671.964,341.68,293.831,10.602,10.965,15.382,672.46,61.71,10,2017-04-01
2017,4,Santiago Del Estero,68.842,2.0,68.844,41.0,3.091,43.544,18.773,3.359,32.0,2.0,0.0,68.842,27.313,40.407,19.0,1.025,80.0,68.844,29.13,6,2017-04-01
2017,4,Tierra Del Fuego,28.346,508.0,28.854,6.0,310.0,31.334,2.0,0.0,0.0,0.0,0.0,31.652,19.372,6.906,530.0,1.0,2.045,28.854,59.89,5,2017-04-01
2017,4,Tucumán,162.298,34.0,162.332,105.0,8.164,78.75,45.241,24.318,1.303,4.367,0.0,162.248,156.583,5.223,105.0,102.0,319.0,162.332,39.9,9,2017-04-01
2017,3,Buenos Aires,3046.758,11.202,3057.96,6.577,51.411,1733.479,311.652,676.137,140.812,108.4,0.0,3028.468,1288.025,1571.18,124.92,35.058,38.777,3057.96,55.63,8,2017-03-01
2017,3,Buenos Aires,1563.289,7.07,1570.359,283.0,33.924,590.689,311.411,426.3,120.675,91.917,0.0,1575.199,583.249,941.092,33.481,2.814,9.723,1570.359,121.86,11,2017-03-01
2017,3,Catamarca,33.467,11.0,33.478,52.0,3.204,15.383,5.758,2.563,50.0,1.0,0.0,27.011,26.873,4.411,12.0,1.0,2.181,33.478,32.49,5,2017-03-01
2017,3,Chaco,93.747,12.0,93.759,95.0,3.496,40.059,23.008,20.307,3.827,2.004,0.0,92.796,54.888,37.307,456.0,36.0,1.072,93.759,29.98,8,2017-03-01
2017,3,Chubut,81.067,2.477,83.544,436.0,3.989,71.843,2.336,3.0,0.0,0.0,0.0,78.607,56.359,5.645,1.217,13.503,6.82,83.544,46.22,3,2017-03-01
2017,3,Córdoba,696.536,108.0,696.644,327.0,26.154,309.161,100.113,189.302,38.131,16.741,0.0,679.929,344.58,319.36,10.579,7.137,14.988,696.644,62.31,9,2017-03-01
2017,3,Corrientes,92.536,12.0,92.548,24.0,5.629,44.305,22.785,15.576,2.635,1.607,0.0,92.561,56.247,33.993,947.0,1.334,27.0,92.548,32.17,7,2017-03-01
2017,3,Entre Ríos,185.414,50.0,185.464,1.691,7.545,98.032,42.947,29.011,3.878,2.397,0.0,185.501,107.774,69.596,1.786,6.245,63.0,185.464,45.96,7,2017-03-01
2017,3,Formosa,32.105,0.0,32.105,1.063,3.716,13.752,5.187,6.056,899.0,459.0,0.0,31.132,22.647,6.816,428.0,2.202,12.0,32.105,21.35,7,2017-03-01
2017,3,Jujuy,43.241,1.0,43.242,337.0,5.723,26.835,7.369,2.962,41.0,2.0,0.0,43.269,33.796,9.395,20.0,23.0,8.0,43.242,22.65,5,2017-03-01
2017,3,La Pampa,79.28,410.0,79.69,343.0,8.244,64.794,855.0,588.0,327.0,51.0,0.0,75.202,11.378,49.679,5.153,11.536,1.944,79.69,69.14,3,2017-03-01
2017,3,La Rioja,51.896,17.0,51.913,16.0,1.497,40.882,3.899,5.604,23.0,3.0,0.0,51.924,16.638,34.984,14.0,252.0,25.0,51.913,51.47,5,2017-03-01
2017,3,Mendoza,190.958,1.533,192.491,32.0,95.0,158.461,115.0,67.0,29.0,19.0,0.0,158.818,154.036,33.788,2.772,29.0,1.866,192.491,35.7,4,2017-03-01
2017,3,Misiones,100.476,0.0,100.476,1.058,4.123,42.9,22.808,23.913,3.843,1.881,0.0,100.526,56.472,43.88,110.0,5.0,9.0,100.476,30.21,8,2017-03-01
2017,3,Neuquén,113.755,2.029,115.784,2.036,1.457,72.532,1.034,20.213,7.067,4.937,0.0,109.276,48.001,52.468,1.044,11.576,2.695,115.784,60.83,8,2017-03-01
2017,3,Río Negro,106.393,1.103,107.496,422.0,5.641,83.9,306.0,10.116,2.965,1.659,0.0,105.009,69.301,30.018,1.106,3.054,4.017,107.496,48.52,5,2017-03-01
2017,3,Salta,132.517,1.0,132.518,645.0,4.494,78.83,32.433,14.62,2.315,63.0,0.0,133.4,80.782,50.284,127.0,158.0,1.167,132.518,39.84,6,2017-03-01
2017,3,San Juan,61.789,660.0,62.449,31.0,1.077,57.582,1.0,0.0,2.0,2.0,0.0,58.695,54.499,5.068,816.0,1.053,1.013,62.449,32.37,3,2017-03-01
2017,3,San Luis,21.408,311.0,21.719,63.0,3.0,12.325,7.0,0.0,1.0,7.0,0.0,12.406,11.407,7.576,347.0,26.0,2.363,21.719,15.48,4,2017-03-01
2017,3,Santa Cruz,33.222,468.0,33.69,188.0,23.0,29.102,542.0,66.0,33.0,1.0,0.0,29.955,19.22,5.487,1.544,4.552,2.887,33.69,33.29,4,2017-03-01
2017,3,Santa Fe,662.086,256.0,662.342,3.116,34.019,320.017,104.453,125.339,24.536,12.982,0.0,624.462,322.953,290.655,6.338,4.897,37.499,662.342,60.91,8,2017-03-01
2017,3,Santiago Del Estero,82.792,2.0,82.794,69.0,3.288,40.435,18.489,3.047,30.0,2.0,0.0,65.36,27.733,54.096,19.0,911.0,35.0,82.794,35.12,5,2017-03-01
2017,3,Tierra Del Fuego,30.883,583.0,31.466,9.0,297.0,33.858,0.0,0.0,0.0,0.0,0.0,34.164,21.587,7.012,622.0,1.0,2.244,31.466,65.74,3,2017-03-01
2017,3,Tucumán,160.979,33.0,161.012,109.0,8.948,83.07,45.302,20.514,1.361,655.0,0.0,159.959,154.13,6.431,106.0,40.0,305.0,161.012,39.7,6,2017-03-01
2017,2,Buenos Aires,3067.43,11.201,3078.631,7.548,47.472,1910.156,299.009,573.298,93.059,46.178,0.0,2976.72,1378.549,1535.037,119.132,21.555,24.358,3078.631,56.27,7,2017-02-01
2017,2,Buenos Aires,1592.175,8.016,1600.191,556.0,35.663,726.223,304.97,378.571,80.234,37.977,0.0,1564.194,615.262,932.466,38.628,2.819,11.016,1600.191,124.06,9,2017-02-01
2017,2,Catamarca,26.692,13.0,26.705,15.0,3.318,15.655,5.325,2.342,47.0,1.0,0.0,26.703,26.401,255.0,14.0,1.0,34.0,26.705,25.98,5,2017-02-01
2017,2,Chaco,90.597,14.0,90.611,191.0,3.733,42.59,22.349,18.044,3.157,545.0,0.0,90.609,54.449,35.613,458.0,52.0,39.0,90.611,29.05,8,2017-02-01
2017,2,Chubut,62.245,1.73,63.975,403.0,4.186,73.76,1.88,0.0,0.0,0.0,0.0,80.229,43.994,1.067,916.0,13.194,4.804,63.975,35.55,3,2017-02-01
2017,2,Córdoba,657.505,133.0,657.638,251.0,26.862,370.865,88.479,146.683,20.351,5.069,0.0,658.56,341.748,303.488,4.451,6.446,1.505,657.638,58.97,7,2017-02-01
2017,2,Corrientes,90.085,12.0,90.097,15.0,5.912,46.483,21.776,13.043,2.218,647.0,0.0,90.094,55.262,33.192,258.0,1.354,31.0,90.097,31.39,7,2017-02-01
2017,2,Entre Ríos,182.675,57.0,182.732,1.68,7.944,104.422,41.8,23.524,2.604,823.0,0.0,182.797,108.309,67.65,254.0,6.448,71.0,182.732,45.39,6,2017-02-01
2017,2,Formosa,29.956,0.0,29.956,1.486,3.419,14.787,4.795,4.583,749.0,139.0,0.0,29.958,22.493,6.41,17.0,1.023,13.0,29.956,19.97,6,2017-02-01
2017,2,Jujuy,42.656,1.0,42.657,311.0,5.877,26.915,6.974,2.538,42.0,1.0,0.0,42.658,33.742,8.858,22.0,0.0,35.0,42.657,22.4,5,2017-02-01
2017,2,La Pampa,72.573,449.0,73.022,356.0,8.633,59.045,558.0,336.0,244.0,21.0,0.0,69.193,12.754,48.31,5.194,6.253,511.0,73.022,63.49,3,2017-02-01
2017,2,La Rioja,16.271,18.0,16.289,9.0,1.554,9.304,3.599,1.796,24.0,2.0,0.0,16.288,16.244,0.0,15.0,2.0,28.0,16.289,16.2,6,2017-02-01
2017,2,Mendoza,169.302,1.451,170.753,109.0,24.0,177.203,92.0,50.0,5.0,22.0,0.0,177.505,153.331,13.03,2.581,27.0,1.784,170.753,31.76,4,2017-02-01
2017,2,Misiones,99.794,0.0,99.794,1.011,4.447,47.244,22.033,21.599,2.892,570.0,0.0,99.796,56.752,42.925,103.0,5.0,9.0,99.794,30.09,8,2017-02-01
2017,2,Neuquén,115.321,2.112,117.433,1.542,1.395,81.272,849.0,18.051,4.774,1.703,0.0,109.586,51.794,50.283,1.133,11.545,2.678,117.433,61.91,7,2017-02-01
2017,2,Río Negro,100.621,998.0,101.619,973.0,5.606,88.085,245.0,7.99,1.921,559.0,0.0,105.379,67.038,29.147,961.0,3.213,1.26,101.619,46.02,5,2017-02-01
2017,2,Salta,108.54,1.0,108.541,594.0,4.719,67.576,23.185,11.333,1.068,76.0,0.0,108.551,80.184,27.28,115.0,158.0,804.0,108.541,32.74,6,2017-02-01
2017,2,San Juan,51.261,620.0,51.881,15.0,193.0,58.588,0.0,0.0,0.0,4.0,0.0,58.8,48.67,451.0,772.0,1.073,915.0,51.881,26.96,3,2017-02-01
2017,2,San Luis,12.992,315.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,14.029,11.432,1.12,354.0,26.0,375.0,13.307,9.51,4,2017-02-01
2017,2,Santa Cruz,26.019,369.0,26.388,188.0,24.0,30.913,541.0,66.0,33.0,0.0,0.0,31.765,15.311,2.722,1.365,4.735,2.255,26.388,26.25,4,2017-02-01
2017,2,Santa Fe,566.918,362.0,567.28,4.967,38.721,311.83,92.854,97.563,16.794,4.275,0.0,567.004,329.813,228.102,3.234,4.958,1.173,567.28,52.27,7,2017-02-01
2017,2,Santiago Del Estero,33.194,2.0,33.196,26.0,3.539,20.384,6.432,2.802,16.0,0.0,0.0,33.199,28.337,3.9,19.0,911.0,29.0,33.196,14.12,5,2017-02-01
2017,2,Tierra Del Fuego,31.938,619.0,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,35.71,22.636,6.905,665.0,1.0,2.35,32.557,68.46,3,2017-02-01
2017,2,Tucumán,154.374,37.0,154.411,96.0,9.236,83.342,42.536,17.788,1.371,21.0,0.0,154.39,149.013,5.223,116.0,14.0,45.0,154.411,38.19,6,2017-02-01
2017,1,Buenos Aires,3178.174,11.202,3189.376,6.017,83.918,2057.698,402.315,523.54,90.937,22.299,0.0,3186.724,1559.178,1465.817,118.839,21.2,24.342,3189.376,58.57,7,2017-01-01
2017,1,Buenos Aires,1391.03,8.016,1399.046,510.0,1.409,678.922,218.487,277.195,66.536,19.881,0.0,1262.94,428.801,918.328,38.259,2.73,10.928,1399.046,108.37,8,2017-01-01
2017,1,Catamarca,26.304,13.0,26.317,15.0,3.328,15.861,4.901,2.161,49.0,0.0,0.0,26.315,26.02,248.0,14.0,1.0,34.0,26.317,25.66,5,2017-01-01
2017,1,Chaco,89.036,14.0,89.05,191.0,3.835,44.544,21.467,15.671,3.025,314.0,0.0,89.047,54.43,34.277,252.0,52.0,39.0,89.05,28.62,7,2017-01-01
2017,1,Chubut,62.166,1.73,63.896,401.0,4.182,73.759,1.808,0.0,0.0,0.0,0.0,80.15,43.994,999.0,916.0,13.194,4.793,63.896,35.66,3,2017-01-01
2017,1,Córdoba,641.066,133.0,641.199,50.0,28.732,391.556,82.011,118.643,19.035,2.071,0.0,642.098,335.673,293.479,4.871,5.782,1.394,641.199,57.65,7,2017-01-01
